region,city_tier,preferred_channel,loyalty_tier,income_band,customer_segment_seed,is_marketing_opt_in,total_orders,total_net_revenue,avg_order_value,total_discount_amount,avg_basket_size,tenure_days,revenue_per_order,online_order_share,store_order_share,total_units,avg_item_discount_pct,avg_item_margin,total_returns,total_refund_amount,avg_days_to_return,return_rate_per_unit,total_sessions,avg_session_minutes,avg_pages_viewed,sessions_add_to_cart,sessions_with_purchase,campaigns_targeted,campaigns_treatment,campaigns_converted_30d,campaign_revenue_30d,customer_value_band,spend_rank_in_region,actual_churn,score_churn_proba,rank
Central,Tier_1,store,,upper_mid,at_risk,True,1.0,36.74,36.74,14.82,1.0,599,36.74,0.0,1.0,1.0,0.2874,4.56,0.0,,,0.0,3.0,16.0,2.6666666666666665,1.0,0.0,1.0,1.0,0.0,0.0,low_value,8753,1,0.8381714369255513,200
Central,Tier_1,store,,upper_mid,at_risk,True,2.0,51.21,25.605,10.54,1.5,1117,25.605,0.0,1.0,3.0,0.1692333333333333,5.743333333333333,0.0,,,0.0,4.0,25.0,3.5,1.0,0.0,3.0,2.0,0.0,0.0,low_value,8664,1,0.8381343976911938,201
Central,Tier_1,online,,mid,one_time,False,1.0,116.22,116.22,31.12,1.0,238,116.22,1.0,0.0,1.0,0.2112,41.14,1.0,111.79,24.0,1.0,5.0,56.2,3.8,1.0,1.0,,,,,low_value,8257,1,0.8379671652192862,202
South,Tier_3,store,gold,low,at_risk,True,2.0,254.79,127.395,37.33,2.0,399,127.395,0.5,0.5,4.0,0.1461,23.5625,0.0,,,0.0,6.0,36.333333333333336,4.666666666666667,2.0,1.0,1.0,1.0,0.0,0.0,low_value,7678,1,0.8372489183592934,203
North,Tier_2,store,,mid,at_risk,False,2.0,356.61,178.305,64.9,3.0,624,178.305,1.0,0.0,9.0,0.1670499999999999,15.558333333333332,0.0,,,0.0,4.0,63.0,6.75,2.0,1.0,2.0,1.0,0.0,0.0,low_value,6524,1,0.8370649600617521,204
East,Tier_2,online,bronze,mid,at_risk,False,3.0,44.67,14.89,7.76,1.0,1023,14.89,0.6666666666666666,0.3333333333333333,3.0,0.1615,3.2366666666666664,0.0,,,0.0,3.0,54.333333333333336,6.333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,low_value,9462,1,0.8369000291225274,205
East,Tier_1,online,,low,at_risk,True,3.0,138.11,46.03666666666667,39.31,1.6666666666666667,613,46.03666666666667,1.0,0.0,5.0,0.2244799999999999,5.8,0.0,,,0.0,4.0,70.25,5.0,2.0,2.0,1.0,1.0,0.0,0.0,low_value,8864,1,0.836226179643885,206
West,Tier_3,store,gold,upper_mid,at_risk,False,1.0,189.75,189.75,77.86,2.0,773,189.75,0.0,1.0,2.0,0.2914,27.09,0.0,,,0.0,3.0,29.666666666666668,4.333333333333333,1.0,0.0,1.0,1.0,1.0,34.64,low_value,6906,1,0.836012109243407,207
North,Tier_2,online,gold,upper_mid,at_risk,False,2.0,167.5,83.75,37.73,2.5,587,83.75,1.0,0.0,7.0,0.17894,12.0,1.0,57.44,15.0,0.1428571428571428,5.0,43.4,3.8,1.0,0.0,1.0,1.0,0.0,0.0,low_value,7504,1,0.8357718299875723,208
South,Tier_1,store,,low,at_risk,False,1.0,59.88,59.88,14.26,2.0,264,59.88,0.0,1.0,2.0,0.1778,7.795,1.0,43.4,27.0,0.5,2.0,42.5,4.5,0.0,0.0,,,,,low_value,8848,1,0.8356188970934614,209
North,Tier_2,online,,low,at_risk,False,3.0,372.03,124.01,71.6,2.0,721,124.01,1.0,0.0,7.0,0.1604333333333333,21.59,0.0,,,0.0,5.0,70.8,6.2,3.0,2.0,1.0,1.0,0.0,0.0,low_value,6449,1,0.8352892572962527,210
South,Tier_1,store,,mid,at_risk,True,1.0,21.83,21.83,4.87,2.0,249,21.83,1.0,0.0,2.0,0.1846499999999999,3.5700000000000003,0.0,,,0.0,3.0,60.333333333333336,5.0,2.0,1.0,,,,,low_value,9098,1,0.834819848519844,211
East,Tier_1,store,,mid,one_time,True,1.0,81.2,81.2,22.37,2.0,419,81.2,0.0,1.0,4.0,0.221,7.699999999999999,1.0,54.47,31.0,0.25,1.0,53.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,low_value,9223,0,0.8347082916906926,212
West,Tier_1,store,,mid,at_risk,True,1.0,57.2,57.2,15.67,2.0,482,57.2,1.0,0.0,2.0,0.20945,8.435,0.0,,,0.0,1.0,134.0,7.0,1.0,1.0,,,,,low_value,7619,1,0.8339971392078188,213
South,Tier_1,online,,mid,at_risk,False,2.0,171.56,85.78,37.5,1.5,1190,85.78,1.0,0.0,8.0,0.1769333333333333,20.83333333333333,0.0,,,0.0,8.0,56.5,5.25,4.0,2.0,,,,,low_value,8163,1,0.8338866572804653,214
South,Tier_2,store,,mid,at_risk,True,1.0,61.9,61.9,27.5,1.0,490,61.9,1.0,0.0,1.0,0.3076,11.03,0.0,,,0.0,4.0,67.0,3.75,3.0,1.0,1.0,1.0,0.0,0.0,low_value,8839,0,0.8330598873871642,215
West,Tier_2,store,,upper_mid,at_risk,True,1.0,35.18,35.18,5.22,1.0,298,35.18,0.0,1.0,1.0,0.1292,14.29,0.0,,,0.0,6.0,20.166666666666668,3.1666666666666665,3.0,0.0,1.0,1.0,0.0,0.0,low_value,7734,1,0.83049773941045,216
East,Tier_1,store,bronze,mid,seasonal,False,2.0,178.07,89.035,33.58,1.5,589,89.035,0.5,0.5,3.0,0.1564666666666666,21.55333333333333,0.0,,,0.0,5.0,35.4,4.0,2.0,0.0,,,,,low_value,8614,1,0.8304189020973424,217
South,Tier_3,store,bronze,mid,at_risk,False,1.0,22.93,22.93,5.8,1.0,280,22.93,1.0,0.0,1.0,0.202,3.03,0.0,,,0.0,7.0,34.285714285714285,4.857142857142857,2.0,1.0,,,,,low_value,9092,1,0.8267333969344367,218
West,Tier_2,online,,upper_mid,at_risk,False,1.0,133.45,133.45,38.95,3.0,1035,133.45,1.0,0.0,3.0,0.2310666666666666,8.156666666666666,0.0,,,0.0,7.0,27.857142857142858,4.571428571428571,1.0,0.0,,,,,low_value,7202,1,0.8264489966135169,219
Central,Tier_3,online,bronze,mid,seasonal,False,2.0,189.48,94.74,71.91,2.0,955,94.74,1.0,0.0,4.0,0.26885,17.175,0.0,,,0.0,5.0,53.0,5.4,3.0,2.0,1.0,1.0,0.0,0.0,low_value,7800,1,0.8263090075147862,220
South,Tier_1,online,,upper_mid,at_risk,False,1.0,27.34,27.34,5.54,2.0,655,27.34,1.0,0.0,2.0,0.1672,4.725,1.0,17.48,31.0,0.5,6.0,31.666666666666668,4.5,1.0,1.0,,,,,low_value,9059,1,0.8262420427965873,221
East,Tier_3,store,bronze,mid,at_risk,True,2.0,56.84,28.42,13.8,1.5,373,28.42,0.0,1.0,3.0,0.1860333333333333,5.403333333333333,0.0,,,0.0,3.0,30.33333333333333,4.666666666666667,1.0,0.0,,,,,low_value,9386,1,0.826057898463052,222
South,Tier_2,store,gold,upper_mid,at_risk,False,2.0,216.76,108.38,58.77,1.5,1245,108.38,0.5,0.5,4.0,0.2489,19.406666666666663,0.0,,,0.0,4.0,71.0,4.25,1.0,1.0,1.0,1.0,0.0,0.0,low_value,7909,0,0.825552692073868,223
West,Tier_3,store,,mid,one_time,False,1.0,6.91,6.91,1.75,1.0,762,6.91,1.0,0.0,1.0,0.2016,1.11,0.0,,,0.0,7.0,37.85714285714285,4.142857142857143,4.0,0.0,,,,,low_value,7868,0,0.8253672542542939,224
Central,Tier_2,store,silver,high,at_risk,False,1.0,65.4,65.4,4.0,1.0,224,65.4,1.0,0.0,1.0,0.0577,38.51,0.0,,,0.0,4.0,75.5,2.75,1.0,1.0,,,,,low_value,8584,1,0.8250533223963663,225
East,Tier_2,online,,mid,at_risk,True,3.0,100.29,33.43,17.91,1.3333333333333333,722,33.43,1.0,0.0,4.0,0.14915,7.035,0.0,,,0.0,6.0,51.333333333333336,4.833333333333333,4.0,3.0,2.0,2.0,0.0,0.0,low_value,9124,1,0.8243198587768554,226
Central,Tier_3,store,,mid,at_risk,True,2.0,128.48000000000002,64.24000000000001,26.51,1.0,223,64.24000000000001,0.0,1.0,2.0,0.1632,14.935,0.0,,,0.0,5.0,22.6,4.2,1.0,0.0,,,,,low_value,8188,0,0.8240068677195025,227
Central,Tier_1,store,,upper_mid,at_risk,False,2.0,109.96,54.98,33.17,1.5,518,54.98,0.5,0.5,3.0,0.2194333333333333,11.920000000000002,1.0,57.0,7.0,0.3333333333333333,5.0,49.8,5.0,3.0,1.0,,,,,low_value,8293,1,0.823880902302158,228
West,Tier_3,store,,mid,one_time,False,1.0,209.57,209.57,56.0,4.0,820,209.57,1.0,0.0,7.0,0.20925,15.3475,1.0,42.62,30.0,0.1428571428571428,1.0,171.0,10.0,1.0,1.0,,,,,low_value,6807,0,0.8231948870510988,229
South,Tier_1,store,,low,at_risk,True,1.0,23.97,23.97,13.25,1.0,691,23.97,1.0,0.0,1.0,0.3561,6.35,0.0,,,0.0,3.0,20.33333333333333,5.666666666666667,1.0,0.0,1.0,1.0,1.0,45.79,low_value,9085,0,0.8226932546568168,230
South,Tier_3,store,bronze,upper_mid,at_risk,False,1.0,31.88,31.88,14.7,1.0,388,31.88,0.0,1.0,1.0,0.3155,3.99,0.0,,,0.0,4.0,43.5,3.5,2.0,0.0,1.0,1.0,0.0,0.0,low_value,9028,1,0.8226279090862534,231
East,Tier_2,online,silver,upper_mid,at_risk,True,2.0,307.36,153.68,69.44,2.0,376,153.68,1.0,0.0,4.0,0.185225,22.55,0.0,,,0.0,4.0,107.75,4.75,2.0,2.0,2.0,1.0,0.0,0.0,low_value,7833,1,0.8225852129035991,232
East,Tier_1,online,bronze,mid,at_risk,False,2.0,99.44,49.72,28.55,1.0,481,49.72,1.0,0.0,2.0,0.22535,11.985,0.0,,,0.0,5.0,30.6,3.8,2.0,2.0,,,,,low_value,9133,1,0.8225311058679944,233
Central,Tier_3,online,,mid,at_risk,True,2.0,79.59,39.795,19.19,1.5,451,39.795,1.0,0.0,3.0,0.1871666666666667,8.673333333333334,0.0,,,0.0,2.0,91.5,8.0,2.0,2.0,2.0,1.0,2.0,134.27,low_value,8502,1,0.8218995779714671,234
East,Tier_2,online,bronze,upper_mid,at_risk,True,3.0,196.14,65.38,42.36,1.6666666666666667,1215,65.38,0.6666666666666666,0.3333333333333333,5.0,0.17362,10.858,1.0,47.06,21.0,0.2,9.0,73.77777777777777,3.888888888888889,5.0,2.0,2.0,2.0,0.0,0.0,low_value,8502,1,0.82189566097897,235
South,Tier_1,online,silver,mid,at_risk,True,1.0,33.41,33.41,12.79,1.0,1156,33.41,0.0,1.0,1.0,0.2769,0.89,0.0,,,0.0,3.0,22.0,5.333333333333333,0.0,0.0,1.0,1.0,0.0,0.0,low_value,9018,0,0.8213771355859109,236
North,Tier_2,online,,upper_mid,at_risk,True,1.0,8.93,8.93,1.2,1.0,448,8.93,1.0,0.0,1.0,0.118,0.94,0.0,,,0.0,6.0,45.0,4.833333333333333,3.0,1.0,2.0,2.0,0.0,0.0,low_value,8408,0,0.8211513392539358,237
South,Tier_1,store,,upper_mid,at_risk,True,1.0,26.04,26.04,3.96,1.0,1018,26.04,0.0,1.0,1.0,0.1322,8.37,1.0,21.81,28.0,1.0,4.0,25.25,3.75,2.0,0.0,2.0,2.0,1.0,47.04,low_value,9071,1,0.8209919157381853,238
East,Tier_1,online,bronze,mid,at_risk,True,2.0,186.73,93.365,53.39,2.0,877,93.365,1.0,0.0,6.0,0.212025,15.8475,1.0,51.7,6.0,0.1666666666666666,6.0,73.16666666666667,4.5,3.0,2.0,3.0,3.0,1.0,34.29,low_value,8556,1,0.8207920382270925,239
Central,Tier_2,store,gold,mid,at_risk,True,2.0,165.65,82.825,38.68000000000001,2.0,1209,82.825,0.5,0.5,4.0,0.1806,9.115,0.0,,,0.0,8.0,43.875,5.625,5.0,1.0,1.0,1.0,0.0,0.0,low_value,7944,1,0.820370168384229,240
Central,Tier_2,store,,upper_mid,one_time,True,2.0,69.36,34.68,17.78,1.0,1104,34.68,0.5,0.5,2.0,0.2,9.46,1.0,31.87,5.0,0.5,3.0,20.0,3.0,1.0,0.0,,,,,low_value,8565,1,0.8201025318301142,241
South,Tier_1,store,,high,one_time,False,2.0,137.84,68.92,20.37,2.0,834,68.92,0.5,0.5,4.0,0.1305,10.2975,3.0,90.1,22.666666666666668,0.75,10.0,38.0,4.1,3.0,1.0,1.0,1.0,0.0,0.0,low_value,8372,0,0.8197100284731509,242
South,Tier_3,store,,low,at_risk,False,2.0,227.09,113.545,59.01,2.0,690,113.545,0.5,0.5,4.0,0.2047,20.1,1.0,100.31,4.0,0.25,4.0,72.5,6.75,1.0,1.0,,,,,low_value,7862,1,0.8191804246443923,243
West,Tier_1,store,,mid,at_risk,True,2.0,276.36,138.18,60.58,1.5,774,138.18,0.0,1.0,3.0,0.1958666666666666,29.37333333333333,0.0,,,0.0,3.0,24.0,3.333333333333333,1.0,0.0,,,,,low_value,6465,1,0.8189873300810132,244
North,Tier_2,online,,mid,at_risk,False,1.0,22.68,22.68,8.75,1.0,891,22.68,0.0,1.0,1.0,0.2786,-0.27,0.0,,,0.0,2.0,28.5,4.0,0.0,0.0,1.0,1.0,0.0,0.0,low_value,8348,1,0.8185959209072473,245
North,Tier_1,online,silver,high,at_risk,True,3.0,215.71,71.90333333333332,50.32,1.3333333333333333,895,71.90333333333332,1.0,0.0,4.0,0.189775,22.6475,0.0,,,0.0,7.0,58.285714285714285,5.714285714285714,3.0,3.0,4.0,4.0,0.0,0.0,low_value,7249,0,0.8174605667051607,246
Central,Tier_2,online,,low,at_risk,False,1.0,338.43,338.43,63.37,5.0,952,338.43,1.0,0.0,5.0,0.1699,24.364,0.0,,,0.0,4.0,35.0,4.5,2.0,1.0,1.0,1.0,1.0,70.78,low_value,6955,1,0.8163405304933602,247
East,Tier_3,store,,upper_mid,at_risk,False,2.0,325.63,162.815,75.94,3.0,591,162.815,0.5,0.5,9.0,0.2037999999999999,15.585,2.0,58.49,4.5,0.2222222222222222,4.0,69.25,5.5,1.0,1.0,,,,,low_value,7711,1,0.8162503232834533,248
East,Tier_2,online,silver,upper_mid,at_risk,False,1.0,334.92,334.92,73.31,1.0,434,334.92,0.0,1.0,1.0,0.1796,175.97,0.0,,,0.0,5.0,39.2,3.4,2.0,0.0,,,,,low_value,7649,1,0.8155918558309662,249
Central,Tier_2,online,,mid,one_time,False,2.0,188.93,94.465,47.48,2.0,564,94.465,1.0,0.0,7.0,0.20305,8.844999999999999,1.0,33.34,38.0,0.1428571428571428,7.0,45.71428571428572,4.714285714285714,2.0,2.0,2.0,2.0,0.0,0.0,low_value,7803,1,0.8155817419409048,250
West,Tier_3,store,,low,at_risk,False,1.0,66.29,66.29,22.78,3.0,943,66.29,0.0,1.0,3.0,0.2505333333333333,5.013333333333333,1.0,28.07,12.0,0.3333333333333333,5.0,31.2,3.4,1.0,0.0,1.0,1.0,0.0,0.0,low_value,7566,1,0.8149421970137793,251
East,Tier_3,store,,low,at_risk,True,2.0,137.1,68.55,37.74,1.0,1090,68.55,0.5,0.5,2.0,0.21565,27.575,0.0,,,0.0,6.0,50.16666666666666,3.6666666666666665,2.0,1.0,2.0,2.0,1.0,82.17,low_value,8872,1,0.8143240982390758,252
West,Tier_2,online,,upper_mid,at_risk,False,1.0,11.18,11.18,3.46,1.0,1198,11.18,1.0,0.0,1.0,0.236,3.07,0.0,,,0.0,5.0,65.6,4.2,1.0,1.0,,,,,low_value,7853,1,0.8130858943373741,253
East,Tier_1,online,,mid,at_risk,False,2.0,148.9,74.45,40.23,1.5,1116,74.45,0.5,0.5,3.0,0.2089,19.44666666666667,0.0,,,0.0,9.0,32.44444444444444,3.555555555555556,1.0,1.0,1.0,1.0,0.0,0.0,low_value,8794,1,0.8125446317671607,254
East,Tier_1,store,silver,upper_mid,at_risk,False,2.0,78.0,39.0,34.7,1.5,569,39.0,0.0,1.0,3.0,0.2935666666666667,1.8666666666666665,0.0,,,0.0,3.0,19.666666666666668,3.0,1.0,0.0,1.0,1.0,0.0,0.0,low_value,9245,1,0.8113772881355656,255
North,Tier_3,online,silver,upper_mid,at_risk,False,3.0,142.20000000000002,47.400000000000006,49.9,1.3333333333333333,796,47.400000000000006,0.6666666666666666,0.3333333333333333,4.0,0.252175,11.255,0.0,,,0.0,6.0,59.833333333333336,5.5,2.0,2.0,,,,,low_value,7665,0,0.8106863006719038,256
East,Tier_2,online,,mid,at_risk,False,1.0,148.34,148.34,55.71,2.0,313,148.34,1.0,0.0,2.0,0.2475,20.48,1.0,111.81,29.0,0.5,4.0,24.5,3.75,3.0,1.0,,,,,low_value,8799,1,0.8091986827561167,257
South,Tier_1,online,bronze,mid,at_risk,False,1.0,33.61,33.61,13.42,1.0,507,33.61,1.0,0.0,1.0,0.2853,9.05,0.0,,,0.0,5.0,23.2,3.8,1.0,0.0,,,,,low_value,9017,0,0.8083606622221218,258
North,Tier_2,online,,mid,at_risk,True,2.0,52.56,26.28,11.78,1.5,1030,26.28,1.0,0.0,4.0,0.1797333333333333,5.376666666666668,0.0,,,0.0,3.0,92.66666666666669,5.0,2.0,2.0,3.0,3.0,1.0,37.98,low_value,8175,0,0.8082790791546265,259
Central,Tier_1,store,,mid,at_risk,True,1.0,210.22,210.22,83.65,3.0,939,210.22,0.0,1.0,3.0,0.2934999999999999,18.19333333333333,2.0,170.85000000000002,27.5,0.6666666666666666,2.0,15.0,5.5,1.0,0.0,1.0,1.0,0.0,0.0,low_value,7675,1,0.8077300570455599,260
Central,Tier_2,store,silver,mid,at_risk,False,2.0,355.29,177.64499999999998,56.42,1.5,1222,177.64499999999998,0.5,0.5,5.0,0.1464666666666666,41.86666666666667,0.0,,,0.0,3.0,85.33333333333333,5.666666666666667,1.0,1.0,1.0,1.0,0.0,0.0,low_value,6864,1,0.8076222903365203,261
Central,Tier_3,online,,mid,at_risk,True,1.0,44.34,44.34,18.81,2.0,1022,44.34,0.0,1.0,3.0,0.28185,4.755,0.0,,,0.0,2.0,23.0,3.0,1.0,0.0,2.0,2.0,0.0,0.0,low_value,8701,0,0.8073432540358688,262
North,Tier_1,store,,low,one_time,True,1.0,94.55,94.55,33.16,1.0,210,94.55,1.0,0.0,1.0,0.2596,29.96,1.0,93.07,34.0,1.0,2.0,31.5,6.0,1.0,1.0,1.0,1.0,1.0,47.78,low_value,7928,1,0.8068403806002782,263
South,Tier_1,store,,mid,seasonal,False,1.0,21.71,21.71,9.18,1.0,438,21.71,1.0,0.0,1.0,0.2973,3.27,0.0,,,0.0,8.0,30.0,4.125,3.0,1.0,1.0,1.0,0.0,0.0,low_value,9099,1,0.8067735760016561,264
North,Tier_2,online,,mid,at_risk,True,2.0,67.65,33.825,21.31,1.0,695,33.825,0.5,0.5,2.0,0.2281,13.475,0.0,,,0.0,8.0,45.5,4.5,3.0,1.0,3.0,3.0,0.0,0.0,low_value,8092,1,0.8059073195128262,265
South,Tier_2,online,silver,upper_mid,at_risk,True,2.0,144.35,72.175,30.43,2.0,1221,72.175,1.0,0.0,4.0,0.211875,12.2525,0.0,,,0.0,2.0,124.0,9.0,1.0,1.0,1.0,1.0,0.0,0.0,low_value,8322,1,0.805698959895783,266
West,Tier_2,online,,low,seasonal,True,1.0,22.2,22.2,7.21,1.0,992,22.2,1.0,0.0,1.0,0.2453,5.98,0.0,,,0.0,6.0,54.16666666666666,3.8333333333333335,3.0,1.0,3.0,3.0,0.0,0.0,low_value,7808,1,0.8054064662345273,267
West,Tier_3,store,,mid,one_time,True,1.0,26.64,26.64,3.16,1.0,182,26.64,1.0,0.0,4.0,0.1062,9.72,0.0,,,0.0,6.0,50.0,3.6666666666666665,3.0,1.0,2.0,2.0,0.0,0.0,low_value,7780,1,0.8053367552674622,268
South,Tier_2,online,,mid,at_risk,True,3.0,120.8,40.266666666666666,27.96,1.0,740,40.266666666666666,1.0,0.0,3.0,0.1936333333333333,9.64,1.0,27.36,30.0,0.3333333333333333,10.0,73.5,5.8,4.0,3.0,1.0,1.0,0.0,0.0,low_value,8483,0,0.8051101570550456,269
East,Tier_2,online,bronze,mid,at_risk,True,1.0,61.15,61.15,14.02,2.0,274,61.15,1.0,0.0,4.0,0.19865,11.595,0.0,,,0.0,3.0,23.666666666666668,3.0,0.0,0.0,1.0,1.0,0.0,0.0,low_value,9361,1,0.8046781222329085,270
West,Tier_3,online,bronze,mid,at_risk,True,2.0,335.17,167.585,63.0,3.0,413,167.585,1.0,0.0,6.0,0.1568333333333333,19.045,0.0,,,0.0,6.0,63.333333333333336,4.833333333333333,2.0,2.0,,,,,low_value,6190,1,0.804601698717518,271
Central,Tier_2,online,bronze,mid,at_risk,False,1.0,61.54,61.54,10.91,1.0,1098,61.54,1.0,0.0,1.0,0.1505,24.22,0.0,,,0.0,1.0,209.0,3.0,1.0,1.0,,,,,low_value,8609,0,0.8040836130644777,272
East,Tier_3,online,,mid,seasonal,True,1.0,116.83,116.83,25.63,3.0,1214,116.83,1.0,0.0,3.0,0.1722666666666666,10.416666666666666,0.0,,,0.0,9.0,42.77777777777778,5.555555555555555,5.0,1.0,1.0,1.0,0.0,0.0,low_value,9010,1,0.8037946699295391,273
East,Tier_1,store,bronze,mid,at_risk,True,2.0,330.21,165.105,72.66,2.5,920,165.105,0.5,0.5,5.0,0.17556,22.36,0.0,,,0.0,5.0,30.0,5.6,2.0,1.0,,,,,low_value,7680,0,0.8035270866694906,274
North,Tier_2,online,bronze,mid,seasonal,True,1.0,150.71,150.71,35.12,3.0,523,150.71,1.0,0.0,8.0,0.1901666666666666,13.746666666666664,0.0,,,0.0,6.0,33.333333333333336,3.333333333333333,3.0,1.0,2.0,2.0,0.0,0.0,low_value,7614,1,0.8030757358300521,275
East,Tier_2,online,gold,upper_mid,at_risk,True,1.0,160.21,160.21,21.88,2.0,253,160.21,1.0,0.0,5.0,0.1223,33.72,0.0,,,0.0,4.0,31.75,3.75,3.0,1.0,1.0,1.0,0.0,0.0,low_value,8728,0,0.802857842358617,276
West,Tier_2,online,bronze,high,at_risk,True,2.0,49.14,24.57,13.01,1.0,1143,24.57,1.0,0.0,2.0,0.2056,5.365,0.0,,,0.0,6.0,63.0,5.833333333333333,4.0,2.0,1.0,1.0,0.0,0.0,low_value,7662,1,0.802426371640659,277
North,Tier_3,store,,mid,at_risk,False,2.0,92.59,46.295,8.52,1.5,302,46.295,0.0,1.0,6.0,0.0907999999999999,11.19,0.0,,,0.0,6.0,29.0,4.0,1.0,0.0,,,,,low_value,7936,1,0.8023485650849044,278
North,Tier_3,store,bronze,mid,at_risk,False,3.0,160.12,53.373333333333335,56.57,1.6666666666666667,617,53.373333333333335,0.3333333333333333,0.6666666666666666,5.0,0.25264,5.464,0.0,,,0.0,2.0,74.5,6.0,1.0,1.0,1.0,1.0,0.0,0.0,low_value,7548,0,0.8018027434809955,279
West,Tier_1,online,,mid,one_time,False,1.0,23.32,23.32,7.94,1.0,962,23.32,0.0,1.0,2.0,0.2541,1.0,0.0,,,0.0,3.0,41.333333333333336,3.333333333333333,1.0,0.0,,,,,low_value,7800,0,0.8013522598888824,280
East,Tier_1,online,,upper_mid,at_risk,True,3.0,152.31,50.77,18.54,1.0,1225,50.77,0.6666666666666666,0.3333333333333333,3.0,0.1388333333333333,24.64333333333333,0.0,,,0.0,6.0,56.0,4.5,3.0,1.0,3.0,3.0,0.0,0.0,low_value,8782,1,0.801198324083326,281
South,Tier_1,store,bronze,high,at_risk,False,2.0,179.14,89.57,39.89,2.0,419,89.57,0.5,0.5,10.0,0.176425,13.9525,0.0,,,0.0,4.0,74.25,5.25,3.0,1.0,,,,,low_value,8121,1,0.8009972349490759,282
West,Tier_2,store,,mid,at_risk,True,2.0,188.9,94.45,38.75,2.5,415,94.45,1.0,0.0,5.0,0.16812,12.801999999999998,0.0,,,0.0,2.0,38.5,6.0,2.0,1.0,2.0,1.0,0.0,0.0,low_value,6909,1,0.8007763275992481,283
South,Tier_2,online,silver,upper_mid,at_risk,True,3.0,260.74,86.91333333333334,72.33000000000001,1.6666666666666667,641,86.91333333333334,1.0,0.0,5.0,0.22386,18.886,0.0,,,0.0,5.0,71.2,7.0,2.0,2.0,,,,,low_value,7639,0,0.8005792855950316,284
Central,Tier_1,store,,mid,at_risk,False,1.0,116.41,116.41,35.98,2.0,449,116.41,1.0,0.0,2.0,0.25205,22.005000000000003,1.0,81.37,39.0,0.5,4.0,64.0,7.5,2.0,1.0,1.0,1.0,0.0,0.0,low_value,8253,1,0.7996693645697884,285
West,Tier_2,online,,high,at_risk,True,2.0,113.4,56.7,29.75,1.5,473,56.7,1.0,0.0,3.0,0.1975666666666666,14.376666666666663,1.0,58.16,16.0,0.3333333333333333,8.0,50.625,4.625,3.0,2.0,2.0,2.0,1.0,45.23,low_value,7310,1,0.7991104663030336,286
West,Tier_1,online,gold,high,at_risk,True,2.0,93.98,46.99,30.53,2.0,498,46.99,1.0,0.0,4.0,0.25695,7.895,0.0,,,0.0,6.0,59.66666666666666,5.333333333333333,2.0,1.0,,,,,low_value,7397,1,0.7980833006122284,287
East,Tier_2,online,,mid,at_risk,True,3.0,224.63,74.87666666666667,71.64,1.6666666666666667,1189,74.87666666666667,0.6666666666666666,0.3333333333333333,5.0,0.24566,12.958000000000002,0.0,,,0.0,4.0,58.0,5.5,1.0,1.0,2.0,2.0,0.0,0.0,low_value,8321,0,0.7980358105065811,288
West,Tier_1,online,,mid,at_risk,True,2.0,253.91000000000005,126.955,68.4,2.0,626,126.955,1.0,0.0,4.0,0.2161,21.65,0.0,,,0.0,7.0,57.142857142857146,5.0,3.0,2.0,1.0,1.0,0.0,0.0,low_value,6580,1,0.7979066078076239,289
East,Tier_1,online,,low,at_risk,True,1.0,59.51,59.51,11.09,1.0,221,59.51,1.0,0.0,1.0,0.1571,19.07,0.0,,,0.0,3.0,26.0,6.666666666666667,1.0,1.0,1.0,1.0,1.0,43.26,low_value,9369,0,0.7973675333195882,290
South,Tier_2,online,,upper_mid,at_risk,False,3.0,508.5700000000001,169.52333333333334,109.1,2.333333333333333,710,169.52333333333334,1.0,0.0,7.0,0.1638857142857142,21.51714285714285,2.0,109.06,18.5,0.2857142857142857,6.0,63.0,6.166666666666667,2.0,2.0,,,,,low_value,6380,1,0.7972740235578425,291
West,Tier_1,store,silver,low,at_risk,True,2.0,123.81,61.905,31.41,2.0,895,61.905,1.0,0.0,5.0,0.223275,7.492500000000001,1.0,17.94,9.0,0.2,5.0,42.2,3.6,1.0,1.0,2.0,2.0,0.0,0.0,low_value,7253,1,0.7961129696168274,292
East,Tier_2,store,,high,at_risk,True,1.0,38.79,38.79,12.68,1.0,343,38.79,1.0,0.0,1.0,0.2463,8.13,0.0,,,0.0,8.0,46.125,4.375,2.0,1.0,,,,,low_value,9504,1,0.7956133079013292,293
West,Tier_2,online,bronze,low,at_risk,False,1.0,16.38,16.38,3.58,1.0,313,16.38,0.0,1.0,1.0,0.1795,1.19,0.0,,,0.0,4.0,30.25,4.0,0.0,0.0,,,,,low_value,7842,1,0.7954170067196225,294
East,Tier_2,online,silver,mid,at_risk,True,2.0,228.47,114.235,61.7,2.5,1131,114.235,0.0,1.0,5.0,0.2061,16.494,1.0,22.46,20.0,0.2,2.0,4.0,4.5,0.0,0.0,2.0,2.0,0.0,0.0,low_value,8297,0,0.7947517927486978,295
South,Tier_2,store,,upper_mid,at_risk,False,1.0,71.99,71.99,25.82,2.0,607,71.99,1.0,0.0,2.0,0.24895,4.3500000000000005,1.0,58.55,31.0,0.5,6.0,42.333333333333336,4.166666666666667,1.0,1.0,,,,,low_value,8770,1,0.7947021935024317,296
